# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPAC167.03c	snu66		U4/U6 x U5 tri-snRNP complex subunit Snu66
SPAC167.04	pam17		TIM23 translocase complex-associated motor subunit Pam17
SPAC167.05	dbs2	SPAC57A7.01	Usp (universal stress protein) family protein
SPAC167.06c	mug143	SPAC57A7.02c	Schizosaccharomyces specific protein Mug143
SPAC167.07c	hul5	SPAC57A7.03c	HECT-type ubiquitin-protein ligase E3
SPAC167.08	Tf2-2	SPAC1705.01c	retrotransposable element/transposon Tf2-type
SPAC167.09	pga1		GPI-mannosyltransferase II complex subunit Pga1
SPAC1687.01	rpc19	rpa17,SPAPYUL23.01	DNA-directed RNA polymerase I and III subunit Rpc19
SPAC1687.02	rce1	ppp10	CAAX prenyl protease
SPAC1687.03c	rfc4		DNA replication factor C complex subunit Rfc4
SPAC1687.04	mcb1		MCM binding protein homolog Mcb1
SPAC1687.05	pli1		SUMO E3 ligase Pli1
SPAC1687.06c	rpl44	rpl28	60S ribosomal protein L28/L44
SPAC1687.07			membrane DUF2015 family conserved fungal protein
SPAC1687.08			Schizosaccharomyces pombe specific protein
SPAC1687.09	irs4	tax4	autophagy/CVT pathway ENTH/VHS domain protein Irs4
SPAC1687.10	mcp1		microtubule binding protein Mcp1
SPAC1687.11	spb1		ribosome bigenesis rRNA methyltransferase Spb1
SPAC1687.12c	coq4		ubiquinone biosynthesis protein Coq4
SPAC1687.13c	csn5		COP9/signalosome complex protease subunit Csn5
SPAC1687.14c			EF hand family protein, centrin-like
SPAC1687.15	gsk3	skp1	serine/threonine protein kinase Gsk3
SPAC1687.16c	erg31	erg3	C-5 sterol desaturase Erg31
SPAC1687.17c			Der1-like (degradation in the ER) family
SPAC1687.18c	ssl3		cohesin loading factor Ssl3
SPAC1687.19c	qtr1	qtrt1	queuine tRNA-ribosyltransferase Qtrt1
SPAC1687.20c	mis6		CENP-I ortholog, inner centromere connector Mis6
SPAC1687.21		SPAC222.01	fructose-2,6-bisphosphatase, human TIGAR ortholog
SPAC1687.22c	puf3	SPAC222.02c	pumilio family RNA-binding protein Puf3
SPAC1687.23c			Schizosaccharomyces pombe specific protein
SPAC16A10.01			plasma membrane ThrE amino acid transmembrane transporter family protein
SPAC16A10.02	sub1		transcription coactivator PC4
SPAC16A10.03c			ubiquitin-protein ligase E3 involved in vesicle docking Pep5/Vps11-like
SPAC16A10.04	rho4		Rho family GTPase Rho4
SPAC16A10.05c	dad1		DASH complex subunit Dad1
SPAC16A10.06c	nse2		Smc5-6 complex non-SMC SUMO ligase subunit Nse2
SPAC16A10.07c	taz1	myb1,myb,lot3	shelterin complex subunit Taz1
SPAC16A10.08c	mug74	SPAC589.01c	Schizosaccharomyces specific protein Mug74
SPAC16C9.01c		SPAC4G8.14c	ribokinase-like, unknown specificity
SPAC16C9.02c	mta1		S-methyl-5-thioadenosine phosphorylase Mta1
SPAC16C9.03	nmd3		ribosome export adaptor Nmd3
SPAC16C9.04c	mot2	not4	CCR4-Not complex ubiquitin-protein ligase E3 subunit 4
SPAC16C9.05	cph1		Clr6 histone deacetylase associated PHD finger protein Cph1
SPAC16C9.06c	upf1		ATP-dependent RNA helicase Upf1
SPAC16C9.07	pom2	ppk5,SPAC2G11.01,mug189	DYRK family protein kinase Pom2
SPAC16E8.01	shd1	sla1	cytoskeletal protein binding protein Sla1 family, Shd1
SPAC16E8.02	mpo1		ER membrane fatty acid alpha-oxygenase Mpo1
SPAC16E8.03	gna1	spgna1	glucosamine-phosphate N-acetyltransferase
SPAC16E8.04c	aro7		chorismate mutase Aro7
SPAC16E8.05c		mde1	Schizosaccharomyces specific protein Mde1
SPAC16E8.06c	nop12		RNA-binding protein Nop12
SPAC16E8.07c	vph1		V-type ATPase V0 subunit a
SPAC16E8.08	pos1		Spa2 interacting protein Pos1
SPAC16E8.09	scd1	ral1	RhoGEF Scd1
SPAC16E8.10c	rsm7		mitochondrial ribosomal protein subunit S7
SPAC16E8.11c	tfb1		transcription factor TFIIH complex subunit Tfb1
SPAC16E8.12c	png3		Clr6 histone deacetylase complex I'' complex ING family homolog Png3
SPAC16E8.13			ubiquitin-protein ligase E3, human BRAP ortholog
SPAC16E8.14c	tae1		ribosomal protein AdoMet-dependent proline dimethyltransferase Tae1
SPAC16E8.15	tif45	tif1	translation initiation factor eIF4E, 4F complex subunit
SPAC16E8.16	sua7		transcription factor TFIIB
SPAC16E8.17c	sca1		succinate-CoA ligase alpha subunit Sca1
SPAC16E8.18			Schizosaccharomyces pombe specific protein
SPAC16E8.18c	tam5	SPNG664,SPNGAF2	Schizosaccharomyces specific protein Tam5
SPAC1705.02			SERF family protein, DUF, human 4F5S homolog, implicated in mRNA splicing
SPAC1705.03c	ecm33	SPAC23H4.19	GPI anchored cell surface receptor L domain-like Ecm33
SPAC1751.01c	gti1		gluconate transmembrane transporter inducer Gti1
SPAC1751.02c	rsm19		mitochondrial ribosomal protein subunit S19
SPAC1751.03	tif313	SPAC31A2.01	translation initiation factor eIF3m
SPAC1751.04	loc1		ribosome biogenesis protein Loc1
SPAC1782.01	ecm29	SPAPYUG7.07	proteasome assembly chaperone Ecm29
SPAC1782.02c			conserved fungal protein
SPAC1782.03	saf3		splicing associated factor Saf3
SPAC1782.04	cox24		mitochondrial mRNA processing protein Cox24/Pet20
SPAC1782.05	ypa2	pta2	serine/threonine protein phosphatase PP2A regulatory subunit, PTPA family Ypa2
SPAC1782.06c	phb1		prohibitin Phb1
SPAC1782.07	qcr8		ubiquinol-cytochrome-c reductase complex subunit 7
SPAC1782.08c	rex3		exonuclease Rex3
SPAC1782.09c	clp1	flp1	serine/threonine protein phosphatase (Cdc14-related) Clp1/Flp1
SPAC1782.10c	nhp2		box H/ACA snoRNP complex subunit Nhp2
SPAC1782.11	met14		adenylyl-sulfate kinase
SPAC1782.12c			ER transmembrane protein, DUF423 family protein, human TMEM256 ortholog, implicated in lipid metabolism or membrane organization
SPAC1783.01			methionine synthase reductase
SPAC1783.02c	vps66		1-acylglycerol-3-phosphate O-acyltransferase Vps66
SPAC1783.03	fta2		CENP-P ortholog Fta2
SPAC1783.04c	hst4		histone deacetylase, Sirtuin family, NAD-dependent Hst4
SPAC1783.05	hrp1	chd1	CENP-A chaperone, CHD family Hrp1
SPAC1783.06c	atg12	apg12	autophagy associated ubiquitin-like protein modifier Atg12
SPAC1783.07c	pap1	caf3	DNA-binding transcription factor, oxidative stress-responsive Pap1/Caf3
SPAC1783.08c	rpl1502	rpl15-2	60S ribosomal protein L15
SPAC1786.01c	ptl2	SPAC31G5.20c	triacylglycerol lipase ptl2
SPAC1786.02	plb2		phospholipase Plb2
SPAC1786.03	cut11	SPAC24C9.01	spindle pole body docking protein Cut11
SPAC1786.04			Schizosaccharomyces pombe specific protein
SPAC17A2.01	bsu1	sod1,car1,SPAC1B1.05	plasma membrane high-affinity import carrier for pyridoxine, pyridoxal, and pyridoxamine Bsu1
SPAC17A2.02c	tlc4		TLC domain-containing protein Tlc4
SPAC17A2.03c	vma6		V-type ATPase V0 subunit d
SPAC17A2.04c	cns1		HSP chaperone complex subunit Cns1
SPAC17A2.05	osm1		fumarate reductase Osm1
SPAC17A2.06c	vps8		CORVET complex WD repeat subunit Vps8
SPAC17A2.07c			Schizosaccharomyces specific protein
SPAC17A2.08c	ntr2		spliceosome complex disassembly protein Ntr2, human GCFC2 ortholog
SPAC17A2.09c	csx1		RNA-binding protein Csx1
SPAC17A2.10c			dubious
SPAC17A2.11			Schizosaccharomyces pombe specific protein
SPAC17A2.12	rrp1		ATP-dependent chromatin remodeler/ ubiquitin-protein ligase E3
SPAC17A2.13c	rad25		14-3-3 protein Rad25
SPAC17A2.14	mnr2	SPAC17G6.01	vacuolar CorA family magnesium ion transmembrane transporter Mnr2
SPAC17A5.01	pex6		peroxin-6 ATPase subunit
SPAC17A5.02c	dbr1		RNA lariat debranching enzyme Dbr1
SPAC17A5.03	rpl301	rpl3-1,rpl3	60S ribosomal protein L3
SPAC17A5.04c	mde10	mug139	spore wall assembly ADAM family peptidase Mde10
SPAC17A5.05c			methyltransferase
SPAC17A5.06	ptr8	ercc3	transcription factor TFIIH complex DNA helicase (human ERCC3) subunit Ptr8
SPAC17A5.07c	ulp2		SUMO deconjugating cysteine peptidase Ulp2
SPAC17A5.08	erp2	erp3,erp4	COPII-coated vesicle component Erp2/3/4
SPAC17A5.09c	glc8		serine/threonine protein phosphatase PP1 regulatory subunit Glc8
SPAC17A5.10	hua1		conserved fungal protein, possibly DNA J domain, implicated in protein folding, Hua1
SPAC17A5.11	rec12	spo11	DNA topoisomerase type II (DSB-forming) Rec12/Spo11
SPAC17A5.12	ucp7		UBA/TPR/DNAJ domain protein Ucp7
SPAC17A5.13	fol2		GTP cyclohydrolase Fol2
SPAC17A5.14	exo2		exonuclease II Exo2
SPAC17A5.15c	gus1	ers1	cytoplasmic glutamate-tRNA ligase Gus1
SPAC17A5.16	ftp105		Golgi localized protein, human HID1 ortholog 3, implicated in vesicle-mediated transport
SPAC17A5.18c	rec25	mug19	meiotic recombination protein Rec25
SPAC17A5.19			Schizosaccharomyces specific protein
SPAC17C9.01c	nuc2	apc3,SPAC1851.01	anaphase-promoting complex TPR lobe subcomplex subunit Apc3
SPAC17C9.02c	lys7		alpha-aminoadipate reductase phosphopantetheinyl transferase Lys7
SPAC17C9.03	tif471		translation initiation factor eIF4G
SPAC17C9.05c	pmc3	prk1,med27	mediator complex subunit Med27
SPAC17C9.06	sam50		mitochondrial sorting and assembly machinery complex subunit Sam50
SPAC17C9.07	alg8		dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase Alg8
SPAC17C9.08	pnu1	nuc1,end1	mitochondrial endodeoxyribonuclease Pnu1
SPAC17C9.09c	tim13		Tim8-Tim13 mitochondrial intermembrane space protein transporter complex subunit Tim13
SPAC17C9.10	stm1		vacuolar amino acid transmembrane transporter Stm1
SPAC17C9.11c			zf-C2H2 type zinc finger protein/UBA domain protein
SPAC17C9.12	scs22		VAP family protein Scs22
SPAC17C9.13c	cut8		tethering factor for nuclear proteasome Cut8
SPAC17C9.14	pex19		Pex19 protein
SPAC17C9.15c	dhm2		Schizosaccharomyces specific protein Dhm2
SPAC17C9.16c	mfs1	SPAC9E9.16	plasma membrane xenobiotic transmembrane transporter Mfs1
SPAC17D4.01	pex7	SPAC1834.12	peroxin-7
SPAC17D4.02	cdc45	sna41,goa1	DNA replication pre-initiation complex subunit Cdc45
SPAC17D4.03c	cis4		Golgi zinc importer, CDF family, Cis4
SPAC17D4.04	trm401	SPAC458.01,trm4,trm4a	tRNA (cytosine-5-)-methyltransferase
SPAC17G6.02c	tco1		RTA1-like protein
SPAC17G6.03			extracellular 5'-nucleotidase, human NT5E family
SPAC17G6.04c	cpp1		protein farnesyltransferase beta subunit Cpp1
SPAC17G6.05c	bro1		BRO1 domain protein Bro1
SPAC17G6.06	rps2401	rps24-1,rps24	40S ribosomal protein S24
SPAC17G6.07c	use1		SNARE Use1
SPAC17G6.08	pep7	vac1	prevacuole/endosomal FYVE tethering component Pep7
SPAC17G6.09	sec62		ER protein translocation subcomplex subunit Sec62
SPAC17G6.10	ssr1		SWI/SNF and RSC complex subunit Ssr1
SPAC17G6.11c	ghs2		glycoside hydrolase family protein Ghs2
SPAC17G6.12	cul1	pcu1	cullin 1
SPAC17G6.13	slt1		Schizosaccharomyces specific protein Slt1
SPAC17G6.14c	uap56		TREX complex subunit, ATP-dependent RNA helicase Uap56
SPAC17G6.15c	fsf1		mitochondrial carrier, serine Fsf1
SPAC17G6.16c	ysh1		mRNA cleavage and polyadenylation specificity factor complex endoribonuclease subunit Ysh1
SPAC17G6.17	pof8	lar7	LARP7 family RNA-binding protein Pof8/Lar7
SPAC17G8.01c	trl1	SPAC6C3.10c	tRNA ligase Trl1
SPAC17G8.02	urh2		uridine ribohydrolase Urh2
SPAC17G8.03c	bur6	dpb3	negative cofactor 2 complex subunit Bur6
SPAC17G8.04c	arc5	arc15	ARP2/3 actin-organizing complex subunit Arc5
SPAC17G8.05	med20		mediator complex subunit Med20
SPAC17G8.06c	ilv3		dihydroxy-acid dehydratase Ilv3
SPAC17G8.07	yaf9	Af-9	NuA4 and Swr1 complex YEATS family subunit Yaf9
SPAC17G8.08c	gdt2		Golgi Ca(2+)/H(+) antiporter Gdt2
SPAC17G8.09	shg1		Set1C complex subunit Shg1
SPAC17G8.10c	dma1		mitotic spindle checkpoint ubiquitin ligase Dma1
SPAC17G8.11c	imt3		mannosyltransferase Imt3
SPAC17G8.12	sec3	exo1	exocyst complex subunit Exo1
SPAC17G8.13c	mst2		histone acetyltransferase Mst2
SPAC17G8.14c	pck1	SPAC22H10.01c	protein kinase C (PKC)-like Pck1
SPAC17G8.15	wip1	new1	CENP-W ortholog
SPAC17H9.01	cid16		poly(A/U) polymerase Cid16
SPAC17H9.02	mtl1		MTREC (exosome adaptor) complex RNA helicase subunit Mtl1
SPAC17H9.03c	rdl1		RAD51D-like protein 1
SPAC17H9.04c	dri1	nrp1	RNA-binding protein involved in heterochromatin assembly Dri1
SPAC17H9.05	ebp2		rRNA processing protein Ebp2
SPAC17H9.06c			nuclear protein implicated in signalling; DUF4196 and DUF4211, human CCDC82 ortholog
SPAC17H9.07	srp21		signal recognition particle subunit Srp21
SPAC17H9.08	leu5		mitochondrial carrier, coenzyme A, Leu5
SPAC17H9.09c	ras1	ste5	GTPase Ras1
SPAC17H9.10c	ddb1		Cul4-RING E3 complex WD repeat protein subunit Ddb1
SPAC17H9.11	gmf1		cofilin/tropomyosin family Glia Maturation Factor homolog Gmf1
SPAC17H9.12c	cyc2		mitochondrial cytochrome c-heme linkage protein Cyc2
SPAC17H9.13c	pro2		glutamate 5-kinase Pro2
SPAC17H9.14c	pdi2		ER protein disulfide isomerase Pdi2
SPAC17H9.16	tom22		mitochondrial TOM complex subunit Tom22
SPAC17H9.17c	mdm10		ERMES and SAM complex subunit Mdm10
SPAC17H9.18c			Schizosaccharomyces pombe specific protein
SPAC17H9.19c	cdt2	sev1	WD repeat protein Cdt2
SPAC17H9.20	psc3	SPAC607.01	mitotic cohesin complex, STAG protein subunit Psc3
SPAC1805.01c	ppk6	SPAPJ736.02c	serine/threonine protein kinase Ppk6
SPAC1805.02c	etf2		electron transfer flavoprotein beta subunit EtfB
SPAC1805.03c	trm13		tRNA 2'-O-methyltransferase Trm13
SPAC1805.04	nup132	Nup133b	nucleoporin, WD repeat Nup132
SPAC1805.05	cki3		serine/threonine protein kinase (CK1 family) Cki3
SPAC1805.06c	hem2		porphobilinogen synthase Hem2
SPAC1805.07c	dad2	hos2	DASH complex subunit Dad2
SPAC1805.08	dlc1		dynein light chain Dlc1
SPAC1805.09c	fmt1		mitochondrial methionyl-tRNA formyltransferase Fmt1
SPAC1805.10	ccz1		Mon1-Ccz1 GEF complex subunit Ccz1
SPAC1805.11c	rps2602	rps26-2	40S ribosomal protein S26
SPAC1805.12c	ubi2	uep1	ribosomal-ubiquitin fusion protein Ubi2
SPAC1805.13	rpl14		60S ribosomal protein L14
SPAC1805.14			Schizosaccharomyces specific protein
SPAC1805.15c	pub2		HECT-type ubiquitin-protein ligase E3 Pub2
SPAC1805.16c			purine nucleoside phosphorylase
SPAC1805.17	crm1	caf2,SPAC1B2.01,bar1,mts10,caf7	karyopherin/importin beta family nuclear export signal receptor Crm1
SPAC1805.18	pop6	new2	RNase P and RNase MRP subunit Pop6/Pop7 ortholog
SPAC1834.01	erf1	sup45	cytoplasmic translation release factor class I eRF1
SPAC1834.02	aro1		pentafunctional aromatic polypeptide Aro1
SPAC1834.03c	hhf1	h4.1	histone H4 h4.1
SPAC1834.04	hht1		histone H3 h3.1
SPAC1834.05	alg9		dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase/ dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase Alg9
SPAC1834.06c	pmo25		mo25 family protein Pmo25
SPAC1834.07	klp3	krp1	kinesin-like protein Klp3
SPAC1834.08	mak1	phk3	phosphorelay sensor kinase Mak1
SPAC1834.09	mug51	sap30	variant protein kinase 19 family protein
SPAC1834.10c			mitochondrial proton-transporting ATP synthase complex assembly protein
SPAC1834.11c	sec18		secretory pathway ATPase Sec18
SPAC1834.13		SPAC1834.12	dubious
SPAC1851.02	slc1		1-acylglycerol-3-phosphate O-acyltransferase Slc1
SPAC1851.03	ckb1		CK2 family regulatory subunit Ckb1
SPAC1851.04c	ric1	SPAC27D7.01c,sat4,vas3	Rab-specific(Ryh1/Ypt6) Ric1-Rgp1 guanyl-nucleotide exchange factor subunit Ric1/Sat4
SPAC186.01	pfl9		cell surface glycoprotein, flocculin Pfl9, DIPSY family
SPAC186.02c			hydroxyacid dehydrogenase, implicated in cellular detoxification
SPAC186.03			L-asparaginase
SPAC186.04c			N-terminal of transmembrane channel, truncated
SPAC186.05c	gdt1		Golgi calcium and manganese antiporter Gdt1
SPAC186.06			phenazine biosynthesis PhzF protein family
SPAC186.07c			hydroxyacid dehydrogenase, implicated in cellular detoxification
SPAC186.08c	ldh1		L-lactate dehydrogenase Ldh1
SPAC186.09	pdc102		pyruvate decarboxylase
SPAC18B11.02c	pus9		tRNA pseudouridine synthase Pus9
SPAC18B11.03c			ER alcohol acetyltransferase involved in intermembrane phospholipid transfer
SPAC18B11.04	ncs1		neuronal calcium sensor related protein Ncs1
SPAC18B11.05	gpi18		pig-V, dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase
SPAC18B11.06	lcp5		U3 snoRNP-associated protein Lcp5
SPAC18B11.07c	rhp6	ubc2,sng1,rad6	histone H2B-K119 ubiquitin ligase complex (HULC), ubiquitin conjugating enzyme E2 subunit Rhp6/Rad6
SPAC18B11.08c	pat10		ER membrane chaperone for multipass membrane proteins, PAT complex subunit (asterix), Pat10
SPAC18B11.09c			O-acetyltransferase activity
SPAC18B11.10	tup11		transcriptional corepressor Tup11
SPAC18B11.11		SPAC1F5.01	GTPase activating protein, Tsc2 paralog
SPAC18G6.01c	aim18		chalcone-related heme binding protein, Aim18
SPAC18G6.02c	chp1		heterochromatin (HP1) family chromodomain protein Chp1
SPAC18G6.03	ypt3		Rab11 family GTPase Ypt3
SPAC18G6.04c	shm2		serine hydroxymethyltransferase Shm2
SPAC18G6.05c	gcn1		translation initiation regulator, HEAT repeat protein Gcn1
SPAC18G6.06	utp11		U3 snoRNP-associated protein Utp11
SPAC18G6.07c	mra1		rRNA (pseudouridine) methyltransferase Mra1
SPAC18G6.09c	edc1	dbs1	Dcp2-Dcp1 mRNA-decapping complex subunit Edc1
SPAC18G6.10	lem2	heh1	LEM domain nuclear inner membrane protein Heh1/Lem2
SPAC18G6.11c	rrn3		RNA polymerase I general transcription inititation factor subunit Rrn3
SPAC18G6.12c			ThiJ domain protein
SPAC18G6.13			ubiquitin family protein (FoldSeek), possible PF15874 family (Pfam-N)
SPAC18G6.14c	rps7		40S ribosomal protein S7
SPAC18G6.15	mal3		microtubule plus-end binding protein, EB1 family Mal3
SPAC1952.01	gab1	SPAC1B3.19	Pig-U, Gab1
SPAC1952.02	tma23		ribosome biogenesis protein Tma23
SPAC1952.03	otu2		ubiquitin specific cysteine protease, OTU family, Otu2
SPAC1952.04c			conserved fungal protein, UPF0768 family
SPAC1952.05	gcn5	kat2	SAGA complex histone acetyltransferase catalytic subunit Gcn5
SPAC1952.06c			spliceosomal complex subunit
SPAC1952.07	rad1	rad19	checkpoint clamp complex protein Rad1
SPAC1952.08c			human CREG1 ortholog, probable oxidase, implicated in lipid metabolism, vitamin metabolism or lipoylation
SPAC1952.09c	ach1		acetyl-CoA hydrolase/succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial Ach1
SPAC1952.10c			conserved fungal multispanning membrane protein
SPAC1952.11c	ure2	ure1	nickel-dependent urease Ure2
SPAC1952.12c	csn71	csn7a,csn7	COP9/signalosome complex subunit 7a
SPAC1952.13	ned1		lipin, phosphatidate phosphatase Ned1
SPAC1952.14c	mrpl25	mrp25	mitochondrial ribosomal protein subunit L59
SPAC1952.15c	rec24	mug6	meiotic recombination protein Rec24
SPAC1952.16	rga9		RhoGAP Rga9
SPAC1952.17c	tbc13	SPAC890.01c	RabGAP Tbc13
SPAC19A8.01c	sec73	sec7c,SPAC23H3.01	ArfGEF Sec73
SPAC19A8.02	ltc2	sip3	ER-plasma membrane tethering protein Ltc2
SPAC19A8.03	ymr1		phosphatidylinositol-3-phosphatase, myotubularin family
SPAC19A8.04	erg5	cyp61	C-22 sterol desaturase (cytochrome P450) Erg5
SPAC19A8.05c	sst4	vps27	sorting receptor for ubiquitinated membrane proteins, ESCRT 0 complex subunit Sst4
SPAC19A8.06	pbr1	ceo3	ER oxidoreductase Pbr1, implicated in lipid metabolism
SPAC19A8.07c	imp4		U3 snoRNP-associated protein Imp4
SPAC19A8.08	upf2		nonsense-mediated decay protein Upf2
SPAC19A8.09	yos1		ER to Golgi transport protein Yos1
SPAC19A8.10	rfp1	mug140	SUMO-targeted ubiquitin-protein ligase subunit Rfp1
SPAC19A8.11c	irc6		clathrin coat adaptor Irc6
SPAC19A8.12	dcp2		mRNA decapping complex catalytic subunit Dcp2
SPAC19A8.13	usp101	snp1	U1 snRNP-associated protein Usp101
SPAC19A8.14	pth2		mitochondrial aminoacyl-tRNA hydrolase Pth2
SPAC19A8.15	trp2		tryptophan synthase
SPAC19A8.16	prl65		tudor domain superfamily protein, potential role in central carbon metabolism based on C. neoformans metabolic data, see PF11160
SPAC19B12.01	ceo5	SPAC4F10.21	TPR repeat protein, implicated in rRNA processing from interactions, human TTC27 ortholog
SPAC19B12.02c	gas1		cell wall 1,3-beta-glucanosyltransferase Gas1
SPAC19B12.03	bgs3		cell wall 1,3-beta-glucan synthase catalytic subunit Bgs3
SPAC19B12.04	rps3001	rps30-1	40S ribosomal protein S30
SPAC19B12.05c	fcp1		RNA polymerase II CTD phosphatase Fcp1
SPAC19B12.06c	rbd4	ppp79	rhomboid family protease, unknown biological role, associated with COP1 coated vesicle
SPAC19B12.07c			zinc finger C2H2-type, human ZNF277 ortholog, implicated in transcriptional regulation
SPAC19B12.08	atg4	ppp80	Atg8 deconjugator Atg4
SPAC19B12.09	srp14		signal recognition particle subunit Srp14
SPAC19B12.10	sst2		human AMSH/STAMBP protein homolog, ubiquitin specific-protease
SPAC19B12.11c	bud20		zinc finger ribosome biogenesis protein Bud20
SPAC19B12.12c	yip11	yip1,yip1-a	SMN complex subunit Yip11/Gem2
SPAC19B12.13	cox1102	cox11,cox11-b,SPAPB8E5.01	cytochrome c oxidase assembly protein Cox1102/ mitochondrial ribosome assembly protein Rsm2202, fusion protein
SPAC19D5.01	pyp2		protein tyrosine phosphatase Pyp2
SPAC19D5.02c	emc10		ER membrane protein complex subunit Emc10
SPAC19D5.03	cid1		terminal uridylyltransferase Cid1
SPAC19D5.04	ptr1		HECT-type ubiquitin-protein ligase E3 Ptr1
SPAC19D5.05c	imp3		U3 snoRNP-associated protein Imp3
SPAC19D5.06c	din1	rai1	RNA NAD-cap (NAD-forming) hydrolase/RNA pyrophosphohydrolase Din1
SPAC19D5.07	uga1		4-aminobutyrate aminotransferase (GABA transaminase)
SPAC19D5.09c	Tf2-8	SPAC13D1.02c	retrotransposable element/transposon Tf2-type
SPAC19D5.10c			dubious
SPAC19D5.11c	ctf8		Ctf18 RFC-like complex subunit Ctf8
SPAC19E9.01c	nup40		nucleoporin Nup40
SPAC19E9.02	fin1		serine/threonine protein kinase, NIMA related Fin1
SPAC19E9.03	pas1	SPAC57A10.01	cyclin Pas1
