systematic_id	gene_name	peptide_id	domain_id	database	seq_start	seq_end
SPAC105.01c	kha1	SPAC105.01c.1:pep	PTHR32468	PANTHER	20	686
SPAC105.02c	ank1	SPAC105.02c.1:pep	G3DSA:1.25.40.20	Gene3D	6	131
SPAC105.02c	ank1	SPAC105.02c.1:pep	PF12796	PFAM	12	117
SPAC105.02c	ank1	SPAC105.02c.1:pep	PS50088	PROFILE	81	119
SPAC105.02c	ank1	SPAC105.02c.1:pep	PS50297	PROFILE	81	113
SPAC105.02c	ank1	SPAC105.02c.1:pep	PTHR24180	PANTHER	9	127
SPAC105.02c	ank1	SPAC105.02c.1:pep	SM00248	SMART	46	76
SPAC105.02c	ank1	SPAC105.02c.1:pep	SM00248	SMART	81	116
SPAC105.02c	ank1	SPAC105.02c.1:pep	SSF48403	SUPERFAMILY	11	127
SPAC105.03c	dal81	SPAC105.03c.1:pep	PF04082	PFAM	312	528
SPAC105.03c	dal81	SPAC105.03c.1:pep	PTHR31668	PANTHER	63	613
SPAC105.03c	dal81	SPAC105.03c.1:pep	SM00906	SMART	412	484
SPAC105.03c	dal81	SPAC105.03c.1:pep	cd12148	CDD	303	678
SPAC1071.01c	pta1	SPAC1071.01c.1:pep	G3DSA:1.25.10.10	Gene3D	1	321
SPAC1071.01c	pta1	SPAC1071.01c.1:pep	PF11935	PFAM	87	292
SPAC1071.01c	pta1	SPAC1071.01c.1:pep	PTHR15245	PANTHER	5	389
SPAC1071.02	mms19	SPAC1071.02.1:pep	G3DSA:1.25.10.10	Gene3D	28	391
SPAC1071.02	mms19	SPAC1071.02.1:pep	G3DSA:1.25.10.10	Gene3D	688	1013
SPAC1071.02	mms19	SPAC1071.02.1:pep	PF12460	PFAM	548	975
SPAC1071.02	mms19	SPAC1071.02.1:pep	PF14500	PFAM	42	304
SPAC1071.02	mms19	SPAC1071.02.1:pep	PTHR12891	PANTHER	15	1017
SPAC1071.02	mms19	SPAC1071.02.1:pep	SSF48371	SUPERFAMILY	37	345
SPAC1071.02	mms19	SPAC1071.02.1:pep	SSF48371	SUPERFAMILY	250	1015
SPAC1071.03c	sil1	SPAC1071.03c.1:pep	G3DSA:1.25.10.10	Gene3D	57	326
SPAC1071.03c	sil1	SPAC1071.03c.1:pep	PTHR19316	PANTHER	77	220
SPAC1071.03c	sil1	SPAC1071.03c.1:pep	SSF48371	SUPERFAMILY	66	199
SPAC1071.04c	spc2	SPAC1071.04c.1:pep	PF06703	PFAM	8	162
SPAC1071.04c	spc2	SPAC1071.04c.1:pep	PTHR13085	PANTHER	3	166
SPAC1071.05	hpm1	SPAC1071.05.1:pep	G3DSA:3.40.50.150	Gene3D	94	288
SPAC1071.05	hpm1	SPAC1071.05.1:pep	PTHR14614	PANTHER	86	293
SPAC1071.05	hpm1	SPAC1071.05.1:pep	SSF53335	SUPERFAMILY	32	275
SPAC1071.06	arp9	SPAC1071.06.1:pep	G3DSA:3.30.420.40	Gene3D	1	185
SPAC1071.06	arp9	SPAC1071.06.1:pep	G3DSA:3.30.420.40	Gene3D	186	255
SPAC1071.06	arp9	SPAC1071.06.1:pep	G3DSA:3.30.420.40	Gene3D	337	440
SPAC1071.06	arp9	SPAC1071.06.1:pep	G3DSA:3.30.420.40	Gene3D	458	523
SPAC1071.06	arp9	SPAC1071.06.1:pep	PF00022	PFAM	9	422
SPAC1071.06	arp9	SPAC1071.06.1:pep	PTHR11937	PANTHER	10	516
SPAC1071.06	arp9	SPAC1071.06.1:pep	SM00268	SMART	7	523
SPAC1071.06	arp9	SPAC1071.06.1:pep	SSF53067	SUPERFAMILY	6	199
SPAC1071.06	arp9	SPAC1071.06.1:pep	SSF53067	SUPERFAMILY	196	522
SPAC1071.06	arp9	SPAC1071.06.1:pep	cd00012	CDD	97	214
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	G3DSA:3.30.860.10	Gene3D	12	154
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	MF_00531	HAMAP	50	143
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PF00203	PFAM	60	137
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PIRSF002144	PIRSF	5	154
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PR00975	PRINTS	87	106
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PR00975	PRINTS	107	119
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PR00975	PRINTS	119	134
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PS00323	PROSITE	107	131
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	PTHR11880	PANTHER	16	149
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	SSF54570	SUPERFAMILY	65	138
SPAC1071.07c	rps1502	SPAC1071.07c.1:pep	TIGR01025	NCBIFAM	21	154
SPAC1071.08	rpp203	SPAC1071.08.1:pep	G3DSA:1.10.10.1410	Gene3D	1	59
SPAC1071.08	rpp203	SPAC1071.08.1:pep	MF_01478	HAMAP	2	110
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PF00428	PFAM	17	109
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PR00456	PRINTS	21	32
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PR00456	PRINTS	36	47
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PR00456	PRINTS	82	96
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PR00456	PRINTS	97	108
SPAC1071.08	rpp203	SPAC1071.08.1:pep	PTHR21141	PANTHER	1	110
SPAC1071.08	rpp203	SPAC1071.08.1:pep	cd05833	CDD	1	110
SPAC1071.09c		SPAC1071.09c.1:pep	G3DSA:1.10.287.110	Gene3D	20	116
SPAC1071.09c		SPAC1071.09c.1:pep	PF00226	PFAM	31	96
SPAC1071.09c		SPAC1071.09c.1:pep	PR00625	PRINTS	33	51
SPAC1071.09c		SPAC1071.09c.1:pep	PR00625	PRINTS	51	66
SPAC1071.09c		SPAC1071.09c.1:pep	PR00625	PRINTS	71	91
SPAC1071.09c		SPAC1071.09c.1:pep	PR00625	PRINTS	91	110
SPAC1071.09c		SPAC1071.09c.1:pep	PS50076	PROFILE	31	99
SPAC1071.09c		SPAC1071.09c.1:pep	PTHR44144	PANTHER	28	280
SPAC1071.09c		SPAC1071.09c.1:pep	SM00271	SMART	30	91
SPAC1071.09c		SPAC1071.09c.1:pep	SSF46565	SUPERFAMILY	30	104
SPAC1071.09c		SPAC1071.09c.1:pep	cd06257	CDD	31	88
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	G3DSA:1.20.1110.10	Gene3D	138	845
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	G3DSA:2.70.150.10	Gene3D	176	261
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	G3DSA:3.40.1110.10	Gene3D	386	531
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	G3DSA:3.40.50.1000	Gene3D	371	667
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PF00122	PFAM	175	354
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PF00690	PFAM	77	132
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PF00702	PFAM	372	644
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	224	238
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	374	388
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	526	537
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	548	558
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	630	649
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00119	PRINTS	653	665
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00120	PRINTS	496	514
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00120	PRINTS	602	618
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00120	PRINTS	630	646
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00120	PRINTS	661	686
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PR00120	PRINTS	796	817
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PS00154	PROSITE	376	382
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	PTHR42861	PANTHER	77	896
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SFLDF00027	SFLD	356	682
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SFLDG00002	SFLD	356	682
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SM00831	SMART	69	138
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SSF56784	SUPERFAMILY	371	679
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SSF81653	SUPERFAMILY	177	274
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	SSF81665	SUPERFAMILY	75	876
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	TIGR01494	NCBIFAM	144	392
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	TIGR01494	NCBIFAM	605	710
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	TIGR01647	NCBIFAM	85	842
SPAC1071.10c	pma1	SPAC1071.10c.1:pep	cd02076	CDD	85	870
SPAC1071.11	coq12	SPAC1071.11.1:pep	G3DSA:2.30.110.10	Gene3D	27	236
SPAC1071.11	coq12	SPAC1071.11.1:pep	PF01613	PFAM	46	232
SPAC1071.11	coq12	SPAC1071.11.1:pep	PTHR30466	PANTHER	11	238
SPAC1071.11	coq12	SPAC1071.11.1:pep	SM00903	SMART	46	231
SPAC1071.11	coq12	SPAC1071.11.1:pep	SSF50475	SUPERFAMILY	41	231
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	G3DSA:3.40.50.2300	Gene3D	1	155
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PF01451	PFAM	7	152
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00719	PRINTS	7	24
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00719	PRINTS	51	67
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00719	PRINTS	84	99
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00719	PRINTS	107	120
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00719	PRINTS	126	141
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00720	PRINTS	70	85
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PR00720	PRINTS	87	107
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	PTHR11717	PANTHER	3	155
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	SM00226	SMART	5	154
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	SSF52788	SUPERFAMILY	3	155
SPAC1071.12c	stp1	SPAC1071.12c.1:pep	cd16343	CDD	7	153
SPAC1093.01	ppr5	SPAC1093.01.1:pep	G3DSA:1.25.40.10	Gene3D	854	1053
SPAC1093.01	ppr5	SPAC1093.01.1:pep	G3DSA:1.25.40.10	Gene3D	1054	1255
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PF01535	PFAM	1148	1175
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PF01535	PFAM	1183	1211
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PF13041	PFAM	924	973
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PS51375	PROFILE	925	959
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PS51375	PROFILE	960	990
SPAC1093.01	ppr5	SPAC1093.01.1:pep	PTHR47938	PANTHER	1017	1217
SPAC1093.01	ppr5	SPAC1093.01.1:pep	TIGR00756	NCBIFAM	928	960
SPAC1093.01	ppr5	SPAC1093.01.1:pep	TIGR00756	NCBIFAM	962	990
SPAC1093.01	ppr5	SPAC1093.01.1:pep	TIGR00756	NCBIFAM	1147	1176
SPAC1093.02	pdx3	SPAC1093.02.1:pep	G3DSA:2.30.110.10	Gene3D	28	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	MF_01629	HAMAP	20	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	PF01243	PFAM	51	133
SPAC1093.02	pdx3	SPAC1093.02.1:pep	PF10590	PFAM	189	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	PIRSF000190	PIRSF	4	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	PS01064	PROSITE	199	212
SPAC1093.02	pdx3	SPAC1093.02.1:pep	PTHR10851	PANTHER	18	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	SSF50475	SUPERFAMILY	27	231
SPAC1093.02	pdx3	SPAC1093.02.1:pep	TIGR00558	NCBIFAM	35	231
SPAC1093.03	fig4	SPAC1093.03.1:pep	PF02383	PFAM	85	387
SPAC1093.03	fig4	SPAC1093.03.1:pep	PS50275	PROFILE	145	491
SPAC1093.03	fig4	SPAC1093.03.1:pep	PTHR45738	PANTHER	8	596
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	G3DSA:1.10.3090.10	Gene3D	173	485
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	G3DSA:3.30.460.10	Gene3D	7	172
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	PF01743	PFAM	39	177
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	PTHR13734	PANTHER	7	492
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	SSF81301	SUPERFAMILY	27	174
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	SSF81891	SUPERFAMILY	175	487
SPAC1093.04c	cca1	SPAC1093.04c.1:pep	cd05398	CDD	14	173
SPAC1093.05	hca4	SPAC1093.05.1:pep	G3DSA:3.40.50.300	Gene3D	14	250
SPAC1093.05	hca4	SPAC1093.05.1:pep	G3DSA:3.40.50.300	Gene3D	256	500
SPAC1093.05	hca4	SPAC1093.05.1:pep	PF00270	PFAM	63	233
SPAC1093.05	hca4	SPAC1093.05.1:pep	PF00271	PFAM	270	379
SPAC1093.05	hca4	SPAC1093.05.1:pep	PF13959	PFAM	431	480
SPAC1093.05	hca4	SPAC1093.05.1:pep	PS00039	PROSITE	190	198
SPAC1093.05	hca4	SPAC1093.05.1:pep	PS51192	PROFILE	70	244
SPAC1093.05	hca4	SPAC1093.05.1:pep	PS51194	PROFILE	270	424
SPAC1093.05	hca4	SPAC1093.05.1:pep	PS51195	PROFILE	39	67
SPAC1093.05	hca4	SPAC1093.05.1:pep	PTHR24031	PANTHER	40	577
SPAC1093.05	hca4	SPAC1093.05.1:pep	SM00487	SMART	58	261
SPAC1093.05	hca4	SPAC1093.05.1:pep	SM00490	SMART	297	380
SPAC1093.05	hca4	SPAC1093.05.1:pep	SM01178	SMART	419	482
SPAC1093.05	hca4	SPAC1093.05.1:pep	SSF52540	SUPERFAMILY	111	400
SPAC1093.05	hca4	SPAC1093.05.1:pep	cd17941	CDD	50	247
SPAC1093.05	hca4	SPAC1093.05.1:pep	cd18787	CDD	258	389
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.10.287.2620	Gene3D	1404	1468
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.10.472.130	Gene3D	2317	2479
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.10.8.710	Gene3D	2013	2123
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.10.8.720	Gene3D	4015	4180
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.20.140.100	Gene3D	1472	1621
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.20.58.1120	Gene3D	1720	1866
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.20.920.20	Gene3D	3088	3428
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:1.20.920.30	Gene3D	2664	2850
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.20.180.20	Gene3D	1624	1719
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.40.50.300	Gene3D	1868	2012
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.40.50.300	Gene3D	2132	2313
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.40.50.300	Gene3D	2493	3016
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.40.50.300	Gene3D	3479	3635
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:3.40.50.300	Gene3D	3889	4012
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	G3DSA:6.10.140.1060	Gene3D	3636	3712
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF03028	PFAM	3917	4009
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF08385	PFAM	251	816
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF08393	PFAM	1320	1716
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF12774	PFAM	1852	2181
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF12775	PFAM	2491	2661
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF12777	PFAM	3114	3437
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF12780	PFAM	2832	3097
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF12781	PFAM	3485	3694
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF17852	PFAM	2355	2474
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF18198	PFAM	4042	4182
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PF22597	PFAM	2674	2765
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	PTHR10676	PANTHER	233	4185
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SM00382	SMART	1885	2015
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SM00382	SMART	2166	2331
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SM00382	SMART	2512	2662
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SSF52540	SUPERFAMILY	1859	2077
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SSF52540	SUPERFAMILY	2137	2311
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SSF52540	SUPERFAMILY	2509	2768
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	SSF52540	SUPERFAMILY	2828	3045
SPAC1093.06c	dhc1	SPAC1093.06c.1:pep	cd00009	CDD	2510	2661
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.30.413.10	Gene3D	1025	1223
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.30.413.10	Gene3D	1320	1460
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.40.50.360	Gene3D	722	884
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.40.50.920	Gene3D	254	400
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.40.50.970	Gene3D	4	252
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	G3DSA:3.40.50.970	Gene3D	401	715
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PF00258	PFAM	730	871
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PF01077	PFAM	1057	1216
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PF03460	PFAM	956	1009
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PF03460	PFAM	1240	1310
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00369	PRINTS	729	742
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00369	PRINTS	777	788
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00369	PRINTS	808	818
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00369	PRINTS	839	858
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00397	PRINTS	1323	1341
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PR00397	PRINTS	1371	1389
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PS50902	PROFILE	728	876
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	PTHR11493	PANTHER	696	1461
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF52218	SUPERFAMILY	725	880
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF52518	SUPERFAMILY	396	753
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF52922	SUPERFAMILY	254	399
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF55124	SUPERFAMILY	892	1025
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF55124	SUPERFAMILY	1235	1315
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF56014	SUPERFAMILY	1026	1224
SPAC10F6.01c	sir1	SPAC10F6.01c.1:pep	SSF56014	SUPERFAMILY	1320	1452
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	G3DSA:1.20.120.1080	Gene3D	885	1043
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	G3DSA:2.40.50.140	Gene3D	203	291
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	G3DSA:3.40.50.300	Gene3D	425	686
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	G3DSA:3.40.50.300	Gene3D	687	860
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF00270	PFAM	517	667
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF00271	PFAM	710	841
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF00575	PFAM	209	280
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF04408	PFAM	903	930
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF07717	PFAM	1049	1125
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PF21010	PFAM	932	991
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PS00690	PROSITE	626	635
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PS50126	PROFILE	207	280
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PS51192	PROFILE	520	684
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PS51194	PROFILE	702	882
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	PTHR18934	PANTHER	437	1131
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SM00316	SMART	205	280
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SM00487	SMART	508	693
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SM00490	SMART	733	841
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SM00847	SMART	902	992
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SSF50249	SUPERFAMILY	209	283
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	SSF52540	SUPERFAMILY	502	1036
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	cd05684	CDD	207	287
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	cd17971	CDD	505	684
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	cd18791	CDD	688	849
SPAC10F6.02c	prp22	SPAC10F6.02c.1:pep	cd21691	CDD	7	74
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	G3DSA:3.40.50.300	Gene3D	1	295
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	G3DSA:3.40.50.880	Gene3D	299	567
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	PF00117	PFAM	314	544
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	PF06418	PFAM	2	261
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	PS51273	PROFILE	304	570
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	PTHR11550	PANTHER	1	566
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	SSF52317	SUPERFAMILY	301	555
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	SSF52540	SUPERFAMILY	1	260
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	TIGR00337	NCBIFAM	1	552
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	cd01746	CDD	303	550
SPAC10F6.03c	cts1	SPAC10F6.03c.1:pep	cd03113	CDD	2	263
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	G3DSA:2.130.10.30	Gene3D	1	225
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	G3DSA:2.130.10.30	Gene3D	226	351
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PF13540	PFAM	33	62
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PF13540	PFAM	147	176
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PR00633	PRINTS	1	15
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PR00633	PRINTS	33	46
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PR00633	PRINTS	52	68
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PR00633	PRINTS	150	166
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PR00633	PRINTS	166	180
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PS00626	PROSITE	36	46
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PS50012	PROFILE	1	49
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PS50012	PROFILE	164	213
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	PTHR22870	PANTHER	198	319
SPAC10F6.04	ats1	SPAC10F6.04.1:pep	SSF50985	SUPERFAMILY	3	349
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	G3DSA:3.10.110.10	Gene3D	1	176
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	PF00179	PFAM	9	121
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	PS50127	PROFILE	5	163
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	PTHR24067	PANTHER	4	129
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	SM00212	SMART	8	163
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	SSF54495	SUPERFAMILY	6	131
SPAC10F6.05c	ubc6	SPAC10F6.05c.1:pep	cd00195	CDD	7	120
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	G3DSA:3.30.70.330	Gene3D	1	72
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	PF00076	PFAM	5	69
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	PS50102	PROFILE	3	76
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	PTHR32343	PANTHER	5	188
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	SM00360	SMART	4	72
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	SSF54928	SUPERFAMILY	2	75
SPAC10F6.06	vip1	SPAC10F6.06.1:pep	cd12268	CDD	5	72
SPAC10F6.08c	nht1	SPAC10F6.08c.1:pep	G3DSA:1.10.30.10	Gene3D	188	296
SPAC10F6.08c	nht1	SPAC10F6.08c.1:pep	PF00505	PFAM	197	262
SPAC10F6.08c	nht1	SPAC10F6.08c.1:pep	SM00398	SMART	187	264
SPAC10F6.08c	nht1	SPAC10F6.08c.1:pep	SSF47095	SUPERFAMILY	199	254
SPAC10F6.08c	nht1	SPAC10F6.08c.1:pep	cd00084	CDD	202	246
SPAC10F6.09c	psm3	SPAC10F6.09c.1:pep	G3DSA:1.20.1060.20	Gene3D	405	594
SPAC10F6.09c	psm3	SPAC10F6.09c.1:pep	G3DSA:3.30.70.1620	Gene3D	597	660
SPAC10F6.09c	psm3	SPAC10F6.09c.1:pep	G3DSA:3.40.50.300	Gene3D	1	197
